Date,ISO Week,Reporting week,Time (A),State,LGA,Village,Road,Lat,Long,Description,Incident type,Incident Category,Threat Category,Perpetrator,Target,Fatality
2/23/2021,9,19.02.2021 - 25.02.2021,18:00,BORNO,MMC/JERE,MAIDUGURI,,11.83953762,13.15362167,"OAG/JAS operatives with rifles and projectiles positioned on the eastern outskirts of the town fired five unidentified projectiles into the city. The projectiles landed in Gwange, Bulabulin, and Adam Kolo areas. The resulting explosions killed at least 17 civilians, injured at least 45 others, damaged several residential buildings and vehicles. Concurrently, another group of operatives attacked GF/NA positions located at nearby Kalari and behind Dalori I IDP camp, prompting GF to return fire. The armed clash lasted for several minutes until GF deployed CAS (Close Air Support) and reinforcement teams, prompting the operatives to retreat. During the armed clash, the operatives seized two GF rifles. JAS claimed the attack via a video on 25.02.2021. ",SAF attack,Attack,Terrorism,OAG,Civilians,0
2/23/2021,9,19.02.2021 - 25.02.2021,21:00,GOMBE,GOMBE,GOMBE,,10.28406715,11.16526794,"â€˜Kalareâ€™ gang members armed with machetes **knife attack* attack* set up an *IVCP* along a street and waved a motorcycle in transit, prompting the rider to stop. The criminals injured two male civilians aboard it for unknown reasons and subsequently left the area.",IVCP,Attack,Criminality,Criminals,Civilians,0
2/23/2021,9,19.02.2021 - 25.02.2021,U/N,ADAMAWA,DEMSA,KOKUMSO,,9.416666985,12.05000019,"An unspecified number of Fulani herdsmen armed with sticks clashed with another group of Fulani herdsmen over cattle rustling accusations. During the clash, three cattle got killed. ",Ethno-political clash,Attack,Armed Conflict,Tribal Militia,Tribal Militia,0
2/24/2021,9,19.02.2021 - 25.02.2021,02:00,BORNO,KONDUGA,BAZAMRI,,11.67467976,13.45215988,"OAG operatives *armed attack* a GF/NA position, prompting GF to return fire until the operatives retreated. Shortly after, the operatives proceeded to a nearby farm, *theft / mugging* generators, farming equipment and a jerrycan with fuel.",SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
2/24/2021,9,19.02.2021 - 25.02.2021,03:00,YOBE,DAMATURU,DAMATURU,,11.74699974,11.96080017,Criminals *burlary* a residence and *theft / mugging* mobile phones.,Burglary,Theft,Criminality,Criminals,Civilians,0
2/24/2021,9,19.02.2021 - 25.02.2021,06:00,BORNO,KUKAWA,MALUM KARAMTI,,13.02556515,13.80510139,OAG operatives with rifles and bladed weapons stabbed and injured a fisherman and chased away others.,SAF attack,Attack,Terrorism,OAG,Civilians,0
2/24/2021,9,19.02.2021 - 25.02.2021,07:00,ADAMAWA,NUMAN,NUMAN,,9.459844589,12.03592873,Criminals *theft / mugging* a motorcycle parked by the roadside while the rider was away. The civilians recovered the motorcycle abandoned by the criminals by a mechanic shop. ,Theft/Mugging,Theft,Criminality,Criminals,Civilians,0
2/24/2021,9,19.02.2021 - 25.02.2021,11:00,BORNO,NGANZAI,GASARWA,MONGUNO - GAJIRAM RD,12.61839008,13.33205986,OAG operatives with rifles set up an *IVCP* along the road and fired shots at a commercial vehicle after the driver refused to stop at the VCP. The bullets injured four passengers. ,IVCP,Attack,Terrorism,OAG,Civilians,0
2/24/2021,9,19.02.2021 - 25.02.2021,17:00,GOMBE,BILLIRI,BILLIRI,,9.864722252,11.2252779,The state authorities reviewed the curfew timing imposed after a wave of violent protests. The new curfew timing pegged between 1400 and 0600hrs effective from 25.02.2021.,Movement restriction,Rule,Hazardous,Government Forces,Civilians,0
2/24/2021,9,19.02.2021 - 25.02.2021,19:00,BORNO,MAGUMERI,NGAMMA,,12.36530018,12.69909954,"OAG operatives with rifles rustled cattle and  Kidnap/Abduction one herdsman. Shortly after, GF/NA together with GF/CJTF trailed and exchanged fire with them until the operatives abandoned the cattle and fled. During the armed clash, GF shot and killed two operatives, recovered the *theft / mugging*n cattle while the herdsman was killed as a result of the crossfire.",Kidnap/Abduction,Theft,Terrorism,OAG,Civilians,0
2/25/2021,9,19.02.2021 - 25.02.2021,08:00,BORNO,BAMA,KOTEMBE,,11.3725996,13.87639999,GF/CJTF together with vigilantes on patrol recovered eight suspected OAG family members (six women and two boys) and moved them to Pulka.,Hostage release,Recover / Seize,Armed Conflict,Government Forces,OAG,0
2/25/2021,9,19.02.2021 - 25.02.2021,12:00,BORNO,KUKAWA,JUBIRLLARI,,12.88168335,13.55495167,"OAG operatives with rifles robbed several civilians that went to fetch firewood of foodstuff, mobile phones and other valuables. ",Theft/Mugging,Theft,Terrorism,OAG,Civilians,0
2/25/2021,9,19.02.2021 - 25.02.2021,13:00,BORNO,KONDUGA,GARIN KUTURU,MAIDUGURI - NGAMDU RD,11.85198975,12.85087013,"OAG operatives with rifles set up an *IVCP* along the road and stopped several commercial vehicles in transit. They asked for the passengers' identification and Kidnap/Kidnap/Abductionion at least six passengers. The operatives also fired shots at several vehicles that refused to stop at the VCP and subsequently set on fire two vehicles after the drivers disembarked and fled into the bush. Shortly after, GF/NA deployed to the scene and exchanged fire with the operatives until they retreated.",IVCP,Confine,Terrorism,OAG,Civilians,0
2/25/2021,9,19.02.2021 - 25.02.2021,14:00,BORNO,BIU,BIU,,10.612854,12.19457912,Vigilantes acting on a tip-off apprehended *arrest* *arrest* *arrest* two male individuals suspected of having links with OAGs and handed them over to GF/NA.,Arrest/Detention,Confine,Armed Conflict,Government Forces,OAG,0
2/25/2021,9,19.02.2021 - 25.02.2021,15:00,BORNO,MAGUMERI,MADAMARI,MAIDUGURI - GUBIO RD,12.29319954,12.7840004,OAG operatives with rifles and motorcycles set up an *IVCP* along the road. The operatives fired shots at one commercial vehicle in transit that refused to stop at the VCP. The bullets damaged the vehicle and killed the driver while one male passenger sustained injuries.,IVCP,Attack,Terrorism,OAG,Civilians,0
2/25/2021,9,19.02.2021 - 25.02.2021,15:00,BORNO,MAGUMERI,MADAMARI,,12.2931366,12.78541946,"GF/NA made contact with OAG operatives during a clearance operation and exchanged fire with them. During the armed clash, GF shot and killed at least three operatives and recovered cattle abandoned by them.",SAF attack,Attack,Armed Conflict,Government Forces,OAG,0
2/25/2021,9,19.02.2021 - 25.02.2021,16:00,BORNO,NGANZAI,BURIMARI,MONGUNO - GAJIRAM RD,12.57252026,13.30354977,OAG operatives with rifles set up an *IVCP* along the road and fired shots at a commercial vehicle that refused to stop at the VCP. The bullets hit the vehicle and the driver who died a few kilometres away from the scene while the remaining passengers disembarked and fled.,IVCP,Attack,Terrorism,OAG,Civilians,0
2/25/2021,9,19.02.2021 - 25.02.2021,16:00,BORNO,MAFA,MAIWA,MAIDUGURI - MAFA RD,11.87983036,13.44377995,"OAG operatives with rifles set up an *IVCP* along the road, prompting the driver of one commercial vehicle in transit to stop, disembark and flee into the bush. The operatives seized the vehicle and Kidnap/Kidnap/Abductionion one male passenger.",IVCP,Confine,Terrorism,OAG,Civilians,0
2/25/2021,9,19.02.2021 - 25.02.2021,U/N,ADAMAWA,NUMAN,NUMAN,,9.459844589,12.03592873,Civilians recovered a *theft / mugging*n motorcycle abandoned at a mechanic shop. The motorcycle was *theft / mugging*n in front of a mosque on 24.02.2021 in the same area.,Theft/Mugging,Recover / Seize,Criminality,Criminals,Criminals,0
2/25/2021,9,26.02.2021 - 04.03.2021,12:00,BORNO,MOBBAR,KARETO,,12.88339996,12.50660038,OAG operatives with rifles set up an *IVCP* along the road. They stopped a commercial vehicle in transit and  Kidnap/Abduction one male civilian before allowing other travelers to continue their journey. The operatives freed the Kidnap/Abductionee on 26.02.21 on the outskirts of Gubio town.,Hostage release,Confine,Terrorism,OAG,Civilians,0
2/26/2021,9,26.02.2021 - 04.03.2021,08:00,BORNO,BAMA,DIPCHARI,,11.38840008,13.90690041,GF/NA made contact with OAG operatives and exchanged fire with them for several minutes during a clearance operation until the operatives retreated. GF recovered a male and a female suspected to be OAG family members and moved them to Bama town.,SAF attack,Attack,Armed Conflict,Government Forces,OAG,0
2/26/2021,9,26.02.2021 - 04.03.2021,11:00,BORNO,MAGUMERI,MADAMARI,MAIDUGURI - GUBIO RD,12.2931366,12.78541946,"OAG operatives with rifles set up an *IVCP* along the road and maintained presence in the area for several hours. They stopped commercial vehicles in transit, robbed the passengers of money, valuables and siphoned fuel from several vehicles before allowing them to continue their journey. During the VCP, the operatives carjacked three vehicles, Kidnap/Kidnap/Abductionion the the drivers and seized livestock aboard the vehicles. The operatives also opened fire at a commercial vehicle that refused to stop. Later, GF/NA and CJTF deployed to the scene, exchanged fire with the operatives until they retreated. During the armed clash, GF shot and killed six operatives and seized two OAG motorcycles. ",IVCP,Theft,Terrorism,OAG,Civilians,0
2/26/2021,9,26.02.2021 - 04.03.2021,13:00,BORNO,NGANZAI,ZUNDUR,MAIDUGURI - GAJIRAM RD,12.3096199,13.13199615,"OAG operatives with rifles set up an *IVCP* along the road. They stopped two commercial vehicles in transit and asked the passengers to disembark. Subsequently, the operatives carjacked the vehicles and Kidnap/Kidnap/Abductionion the two drivers.",IVCP,Theft,Terrorism,OAG,Civilians,0
2/26/2021,9,26.02.2021 - 04.03.2021,15:00,BORNO,MOBBAR,LAYI,DAMASAK - GUBIO RD,12.98030758,12.62369633,"OAG operatives with rifles set up an *IVCP* along the road. They stopped a vehicle in transit, Kidnap/Kidnap/Abductionion the driver (an off-duty GF member) and seized paint that was in the vehicle.",IVCP,Confine,Terrorism,OAG,Civilians,0
2/26/2021,9,26.02.2021 - 04.03.2021,16:00,BORNO,KAGA,TARGAJERI,MAIDUGURI - NGAMDU RD,11.82371044,12.58745003,"OAG operatives with rifles set up an *IVCP* along the road and stopped several commercial vehicles in transit. They asked for the passengers’ identification and subsequently Kidnap/Kidnap/Abductionion at least 17 passengers aboard commercial vehicles. Shortly after, GF/NA together with GF/CJTF members from Benisheikh town deployed and exchanged fire with the operatives. The armed clash lasted for several minutes until GF retreated. During the armed clash, the operatives shot and killed two GF/NA members and seized one GF/NA vehicle while the Kidnap/Abductionees managed to escape into the nearby bush. The operatives abandoned the two vehicles belonging to the Kidnap/Abductionees and left the area.",IVCP,Confine,Terrorism,OAG,Civilians,0
2/26/2021,9,26.02.2021 - 04.03.2021,19:00,GOMBE,AKKO,LAWANTI,,10.30240059,10.91993809,"Criminals armed with handguns *burglary* into a residence, injured two male civilians and rustled their cattle.",Theft/Mugging,Theft,Criminality,Criminals,Civilians,0
2/26/2021,9,26.02.2021 - 04.03.2021,20:00,BORNO,KONDUGA,KONDUGA,,11.65331173,13.41786957,"OAG operatives with rifles and at least two BBIED carriers attacked a GF/NA position at the entrance of the town, prompting GF to return fire. During the exchange of fire, two female BBIED carriers detonated their devices while the remaining operatives retreated. No casualties except for the carriers were reported.",SVIED attack,Attack,Armed Conflict,OAG,Government Forces,0
2/26/2021,9,26.02.2021 - 04.03.2021,22:00,YOBE,GUJBA,GARIN MALLAM ADAMU,,11.3039999,11.81029987,A male criminal *burlary* a residence and rustled cattle. Vigilantes apprehended *arrest* *arrest* the criminal on 27.02.2021 while he was trying to sell the *theft / mugging*n cattle at a market in Buni Yadi. ,Burglary,Theft,Criminality,Criminals,Civilians,0
2/26/2021,9,26.02.2021 - 04.03.2021,U/N,YOBE,DAMATURU,DAMATURU,,11.74699974,11.96080017,GF/NPF restricted vehicular movements between 0700hrs and 1800hrs. The restriction was linked to LG elections across the state.,Movement restriction,Rule,Hazardous,Government Forces,Civilians,0
2/26/2021,9,26.02.2021 - 04.03.2021,U/N,BORNO,GUBIO,GUBIO,,12.52070045,12.77540016,"OAG operatives freed one male civilian that they had Kidnap/Kidnap/Abductionion during an *IVCP* at Kareto, along Damasak-Gubio road on 25.02.21.",IVCP,Rule,Terrorism,OAG,Civilians,0
2/27/2021,9,26.02.2021 - 04.03.2021,03:00,ADAMAWA,MUBI SOUTH,MUBI,,10.25959969,13.27960014,"Five male criminals armed with knives and machetes **knife attack* attack* *burglary* into a residence and attempted to rob the occupants. One of the residents called up local hunters by phone. The hunters deployed, apprehended *arrest* *arrest* all the criminals, seized their weapons and subsequently, handed them over to GF/NPF.",Armed Robbery,Theft,Criminality,Criminals,Civilians,0
2/27/2021,9,26.02.2021 - 04.03.2021,03:00,BORNO,BIU,MIRINGA,,10.73209953,12.14480019,Criminal entered a residential area and *theft / mugging* livestock. Civilians apprehended *arrest* *arrest* the criminals and recovered the livestock several hours later.  ,Cattle rustling,Theft,Criminality,Criminals,Civilians,0
2/27/2021,9,26.02.2021 - 04.03.2021,07:00,BORNO,BAMA,BANKI,,11.25139999,14.14820004,"Following a tip-off, GF/CJTF apprehended *arrest* *arrest* a male civilian suspected of having links with OAG operatives. After an interrogation, the suspect identified three male accomplices and GF apprehended *arrest* *arrest* them afterwards. The four suspects were ex-OAG members that left foodstuff for OAGs at the security trench.",Arrest/Detention,Confine,Armed Conflict,Government Forces,OAG,0
2/27/2021,9,26.02.2021 - 04.03.2021,08:00,BORNO,KAGA,UNKNOWN/OTHER SETTLEMENT,,11.66699982,12.60410023,GF/NA together with GF/CJTF recovered 17 civilians that had been Kidnap/Kidnap/Abductionion but managed to escape after an OAG *IVCP* at Targajeri on 26.02.2021. GF also recovered two commercial vehicles abandoned by the operatives. ,Hostage release,Recover / Seize,Armed Conflict,Government Forces,OAG,0
2/27/2021,9,26.02.2021 - 04.03.2021,10:00,BORNO,BIU,MIRINGA,,10.73209953,12.14480019,"Following a tip-off, civilians apprehended *arrest* *arrest* four criminals while they were attempting to sell *theft / mugging*n livestock that they had rustled earlier at 0300hrs in Unguwar Alhaji Ibrahim of Miringa town. The civilians recovered the livestock and handed the criminals over to GF/NPF.",Theft/Mugging,Confine,Criminality,Criminals,Civilians,0
2/27/2021,9,26.02.2021 - 04.03.2021,11:00,BORNO,KONDUGA,LAWAN MAINARI,,11.83100033,12.75940037,An electricity company vehicle hit an OAG road-planted IED while in transit along a secondary road. The explosion damaged the vehicle and injured two male civilians. GF/NA escorting the team fired shots into the air after the explosion.,RSIED attack,Attack,Terrorism,OAG,Civilians,0
2/27/2021,9,26.02.2021 - 04.03.2021,12:00,YOBE,GUJBA,BUNI YADI,,11.27612495,12.00770664,Vigilantes following a tip-off apprehended *arrest* *arrest* *arrest* a male criminal and recovered cattle that he had rustled from Garin Mallam Adamu village on 26.02.2021. The incident happened while the criminal was attempting to sell the cattle at the market. Vigilantes handed him over to GF/NPF.,Arrest/Detention,Confine,Criminality,Government Forces,Criminals,0
2/27/2021,9,26.02.2021 - 04.03.2021,12:00,BORNO,HAWUL,DAMBOA,,10.625144,12.47286987,"GF/NA fired shots and *artillery engagement* after sighting suspected OAG operatives riding motorcycles on the outskirts of the town. Shortly after, the operatives retreated.",Artillery engagement,Attack,Armed Conflict,Government Forces,OAG,0
2/27/2021,9,26.02.2021 - 04.03.2021,13:00,BORNO,NGANZAI,GASARWA,MONGUNO - GAJIRAM RD,12.61809731,13.33225155,"OAG operatives with rifles set up an *IVCP* along the road. Shortly after, the operatives withdrew upon sighting a GF/NA convoy approaching. No contacts were reported.",IVCP,Confine,Terrorism,OAG,Civilians,0
